i1	V(N001,N002)	V(N002,N003)	V(N003,N004)	V(n004)
6.460000000000082e-002	7.629294e-001	3.753295e+000	8.097493e-001	2.739056e-001
6.470000000000083e-002	7.629695e-001	3.754132e+000	8.098762e-001	2.739656e-001
6.480000000000083e-002	7.630091e-001	3.754968e+000	8.100030e-001	2.740255e-001
6.490000000000083e-002	7.630491e-001	3.755804e+000	8.101296e-001	2.740853e-001
6.500000000000084e-002	7.630892e-001	3.756639e+000	8.102562e-001	2.741451e-001
6.510000000000084e-002	7.631288e-001	3.757475e+000	8.103827e-001	2.742047e-001
6.520000000000084e-002	7.631683e-001	3.758309e+000	8.105090e-001	2.742643e-001
6.530000000000084e-002	7.632079e-001	3.759143e+000	8.106353e-001	2.743238e-001
6.540000000000085e-002	7.632480e-001	3.759977e+000	8.107614e-001	2.743832e-001
6.550000000000085e-002	7.632871e-001	3.760810e+000	8.108875e-001	2.744426e-001
6.560000000000085e-002	7.633266e-001	3.761643e+000	8.110135e-001	2.745018e-001
6.570000000000086e-002	7.633662e-001	3.762476e+000	8.111392e-001	2.745610e-001
6.580000000000086e-002	7.634058e-001	3.763308e+000	8.112650e-001	2.746201e-001
6.590000000000086e-002	7.634449e-001	3.764140e+000	8.113905e-001	2.746791e-001
6.600000000000086e-002	7.634840e-001	3.764971e+000	8.115160e-001	2.747380e-001
6.610000000000087e-002	7.635231e-001	3.765802e+000	8.116415e-001	2.747968e-001
6.620000000000087e-002	7.635627e-001	3.766632e+000	8.117668e-001	2.748556e-001
6.630000000000087e-002	7.636013e-001	3.767462e+000	8.118920e-001	2.749143e-001
6.640000000000088e-002	7.636404e-001	3.768292e+000	8.120171e-001	2.749729e-001
6.650000000000088e-002	7.636795e-001	3.769121e+000	8.121421e-001	2.750314e-001
6.660000000000088e-002	7.637181e-001	3.769950e+000	8.122670e-001	2.750898e-001
6.670000000000088e-002	7.637568e-001	3.770779e+000	8.123917e-001	2.751482e-001
6.680000000000089e-002	7.637954e-001	3.771607e+000	8.125165e-001	2.752064e-001
6.690000000000089e-002	7.638345e-001	3.772434e+000	8.126410e-001	2.752647e-001
6.700000000000089e-002	7.638731e-001	3.773262e+000	8.127655e-001	2.753228e-001
6.710000000000090e-002	7.639112e-001	3.774089e+000	8.128898e-001	2.753808e-001
6.720000000000090e-002	7.639503e-001	3.774915e+000	8.130141e-001	2.754388e-001
6.730000000000090e-002	7.639885e-001	3.775742e+000	8.131383e-001	2.754967e-001
6.740000000000090e-002	7.640271e-001	3.776567e+000	8.132624e-001	2.755544e-001
6.750000000000091e-002	7.640653e-001	3.777393e+000	8.133864e-001	2.756122e-001
6.760000000000091e-002	7.641034e-001	3.778218e+000	8.135103e-001	2.756698e-001
6.770000000000091e-002	7.641420e-001	3.779042e+000	8.136342e-001	2.757274e-001
6.780000000000092e-002	7.641797e-001	3.779866e+000	8.137577e-001	2.757849e-001
6.790000000000092e-002	7.642183e-001	3.780690e+000	8.138814e-001	2.758423e-001
6.800000000000092e-002	7.642565e-001	3.781513e+000	8.140049e-001	2.758996e-001
6.810000000000092e-002	7.642941e-001	3.782337e+000	8.141282e-001	2.759569e-001
6.820000000000093e-002	7.643323e-001	3.783159e+000	8.142515e-001	2.760141e-001
6.830000000000093e-002	7.643700e-001	3.783982e+000	8.143748e-001	2.760712e-001
6.840000000000093e-002	7.644081e-001	3.784804e+000	8.144979e-001	2.761282e-001
6.850000000000094e-002	7.644453e-001	3.785625e+000	8.146208e-001	2.761852e-001
6.860000000000094e-002	7.644835e-001	3.786447e+000	8.147437e-001	2.762421e-001
6.870000000000094e-002	7.645211e-001	3.787267e+000	8.148665e-001	2.762989e-001
6.880000000000094e-002	7.645588e-001	3.788088e+000	8.149892e-001	2.763556e-001
6.890000000000095e-002	7.645960e-001	3.788908e+000	8.151118e-001	2.764123e-001
6.900000000000095e-002	7.646341e-001	3.789727e+000	8.152345e-001	2.764688e-001
6.910000000000095e-002	7.646713e-001	3.790547e+000	8.153569e-001	2.765253e-001
6.920000000000096e-002	7.647090e-001	3.791366e+000	8.154791e-001	2.765818e-001
6.930000000000096e-002	7.647457e-001	3.792185e+000	8.156013e-001	2.766382e-001
6.940000000000096e-002	7.647834e-001	3.793003e+000	8.157235e-001	2.766944e-001
6.950000000000096e-002	7.648206e-001	3.793821e+000	8.158456e-001	2.767507e-001
6.960000000000097e-002	7.648578e-001	3.794638e+000	8.159676e-001	2.768068e-001
6.970000000000097e-002	7.648945e-001	3.795455e+000	8.160894e-001	2.768628e-001
6.980000000000097e-002	7.649322e-001	3.796272e+000	8.162112e-001	2.769188e-001
6.990000000000098e-002	7.649689e-001	3.797089e+000	8.163329e-001	2.769747e-001
7.000000000000098e-002	7.650061e-001	3.797904e+000	8.164544e-001	2.770306e-001
7.010000000000098e-002	7.650428e-001	3.798720e+000	8.165759e-001	2.770864e-001
7.020000000000098e-002	7.650800e-001	3.799536e+000	8.166973e-001	2.771421e-001
7.030000000000099e-002	7.651167e-001	3.800350e+000	8.168186e-001	2.771977e-001
7.040000000000099e-002	7.651529e-001	3.801165e+000	8.169398e-001	2.772533e-001
7.050000000000099e-002	7.651896e-001	3.801980e+000	8.170610e-001	2.773087e-001
7.060000000000100e-002	7.652264e-001	3.802794e+000	8.171820e-001	2.773642e-001
7.070000000000100e-002	7.652636e-001	3.803607e+000	8.173029e-001	2.774195e-001
7.080000000000100e-002	7.652998e-001	3.804420e+000	8.174238e-001	2.774748e-001
7.090000000000100e-002	7.653365e-001	3.805233e+000	8.175445e-001	2.775300e-001
7.100000000000101e-002	7.653728e-001	3.806046e+000	8.176652e-001	2.775851e-001
7.110000000000101e-002	7.654095e-001	3.806858e+000	8.177858e-001	2.776402e-001
7.120000000000101e-002	7.654457e-001	3.807670e+000	8.179063e-001	2.776951e-001
7.130000000000102e-002	7.654819e-001	3.808481e+000	8.180267e-001	2.777501e-001
7.140000000000102e-002	7.655182e-001	3.809292e+000	8.181470e-001	2.778049e-001
7.150000000000102e-002	7.655544e-001	3.810103e+000	8.182672e-001	2.778597e-001
7.160000000000102e-002	7.655902e-001	3.810914e+000	8.183874e-001	2.779144e-001
7.170000000000103e-002	7.656264e-001	3.811724e+000	8.185074e-001	2.779691e-001
7.180000000000103e-002	7.656627e-001	3.812533e+000	8.186273e-001	2.780236e-001
7.190000000000103e-002	7.656989e-001	3.813343e+000	8.187472e-001	2.780781e-001
7.200000000000104e-002	7.657347e-001	3.814152e+000	8.188671e-001	2.781326e-001
7.210000000000104e-002	7.657709e-001	3.814960e+000	8.189867e-001	2.781869e-001
7.220000000000104e-002	7.658062e-001	3.815769e+000	8.191064e-001	2.782412e-001
7.230000000000104e-002	7.658420e-001	3.816577e+000	8.192258e-001	2.782955e-001
7.240000000000105e-002	7.658777e-001	3.817385e+000	8.193452e-001	2.783496e-001
7.250000000000105e-002	7.659135e-001	3.818193e+000	8.194646e-001	2.784037e-001
7.260000000000105e-002	7.659488e-001	3.819000e+000	8.195839e-001	2.784578e-001
7.270000000000106e-002	7.659850e-001	3.819806e+000	8.197030e-001	2.785117e-001
7.280000000000106e-002	7.660208e-001	3.820612e+000	8.198221e-001	2.785656e-001
7.290000000000106e-002	7.660561e-001	3.821419e+000	8.199411e-001	2.786194e-001
7.300000000000106e-002	7.660913e-001	3.822224e+000	8.200601e-001	2.786732e-001
7.310000000000107e-002	7.661266e-001	3.823030e+000	8.201789e-001	2.787269e-001
7.320000000000107e-002	7.661619e-001	3.823835e+000	8.202977e-001	2.787805e-001
7.330000000000107e-002	7.661972e-001	3.824640e+000	8.204164e-001	2.788341e-001
7.340000000000108e-002	7.662325e-001	3.825444e+000	8.205349e-001	2.788876e-001
7.350000000000108e-002	7.662678e-001	3.826248e+000	8.206533e-001	2.789410e-001
7.360000000000108e-002	7.663031e-001	3.827052e+000	8.207718e-001	2.789944e-001
7.370000000000108e-002	7.663383e-001	3.827855e+000	8.208901e-001	2.790477e-001
7.380000000000109e-002	7.663736e-001	3.828658e+000	8.210083e-001	2.791009e-001
7.390000000000109e-002	7.664084e-001	3.829461e+000	8.211266e-001	2.791541e-001
7.400000000000109e-002	7.664433e-001	3.830264e+000	8.212447e-001	2.792072e-001
7.410000000000110e-002	7.664781e-001	3.831066e+000	8.213626e-001	2.792602e-001
7.420000000000110e-002	7.665129e-001	3.831868e+000	8.214805e-001	2.793132e-001
7.430000000000110e-002	7.665482e-001	3.832669e+000	8.215984e-001	2.793661e-001
7.440000000000110e-002	7.665830e-001	3.833471e+000	8.217161e-001	2.794189e-001
7.450000000000111e-002	7.666173e-001	3.834271e+000	8.218338e-001	2.794717e-001
7.460000000000111e-002	7.666521e-001	3.835072e+000	8.219513e-001	2.795244e-001
7.470000000000111e-002	7.666869e-001	3.835872e+000	8.220689e-001	2.795771e-001
7.480000000000112e-002	7.667217e-001	3.836672e+000	8.221863e-001	2.796296e-001
7.490000000000112e-002	7.667556e-001	3.837472e+000	8.223036e-001	2.796822e-001
7.500000000000112e-002	7.667904e-001	3.838271e+000	8.224209e-001	2.797346e-001
7.510000000000112e-002	7.668252e-001	3.839070e+000	8.225380e-001	2.797870e-001
7.520000000000113e-002	7.668591e-001	3.839869e+000	8.226552e-001	2.798394e-001
7.530000000000113e-002	7.668939e-001	3.840667e+000	8.227722e-001	2.798916e-001
7.540000000000113e-002	7.669282e-001	3.841465e+000	8.228892e-001	2.799439e-001
7.550000000000114e-002	7.669621e-001	3.842263e+000	8.230059e-001	2.799960e-001
7.560000000000114e-002	7.669969e-001	3.843060e+000	8.231228e-001	2.800481e-001
7.570000000000114e-002	7.670307e-001	3.843858e+000	8.232394e-001	2.801001e-001
7.580000000000114e-002	7.670646e-001	3.844655e+000	8.233560e-001	2.801521e-001
7.590000000000115e-002	7.670989e-001	3.845451e+000	8.234726e-001	2.802040e-001
7.600000000000115e-002	7.671332e-001	3.846247e+000	8.235891e-001	2.802558e-001
7.610000000000115e-002	7.671671e-001	3.847043e+000	8.237055e-001	2.803076e-001
7.620000000000116e-002	7.672009e-001	3.847839e+000	8.238218e-001	2.803593e-001
7.630000000000116e-002	7.672348e-001	3.848634e+000	8.239380e-001	2.804110e-001
7.640000000000116e-002	7.672687e-001	3.849429e+000	8.240542e-001	2.804626e-001
7.650000000000116e-002	7.673025e-001	3.850224e+000	8.241703e-001	2.805141e-001
7.660000000000117e-002	7.673364e-001	3.851018e+000	8.242863e-001	2.805656e-001
7.670000000000117e-002	7.673697e-001	3.851813e+000	8.244021e-001	2.806170e-001
7.680000000000117e-002	7.674041e-001	3.852606e+000	8.245180e-001	2.806683e-001
7.690000000000118e-002	7.674379e-001	3.853400e+000	8.246337e-001	2.807196e-001
7.700000000000118e-002	7.674713e-001	3.854193e+000	8.247495e-001	2.807708e-001
7.710000000000118e-002	7.675047e-001	3.854986e+000	8.248651e-001	2.808220e-001
7.720000000000118e-002	7.675381e-001	3.855779e+000	8.249807e-001	2.808731e-001
7.730000000000119e-002	7.675719e-001	3.856571e+000	8.250960e-001	2.809242e-001
7.740000000000119e-002	7.676053e-001	3.857363e+000	8.252115e-001	2.809752e-001
7.750000000000119e-002	7.676387e-001	3.858155e+000	8.253268e-001	2.810261e-001
7.760000000000120e-002	7.676716e-001	3.858947e+000	8.254420e-001	2.810770e-001
7.770000000000120e-002	7.677050e-001	3.859738e+000	8.255571e-001	2.811278e-001
7.780000000000120e-002	7.677388e-001	3.860528e+000	8.256722e-001	2.811786e-001
7.790000000000120e-002	7.677717e-001	3.861319e+000	8.257873e-001	2.812293e-001
7.800000000000121e-002	7.678051e-001	3.862109e+000	8.259021e-001	2.812799e-001
7.810000000000121e-002	7.678380e-001	3.862899e+000	8.260170e-001	2.813305e-001
7.820000000000121e-002	7.678709e-001	3.863689e+000	8.261318e-001	2.813810e-001
7.830000000000122e-002	7.679043e-001	3.864478e+000	8.262466e-001	2.814315e-001
7.840000000000122e-002	7.679372e-001	3.865268e+000	8.263612e-001	2.814819e-001
7.850000000000122e-002	7.679701e-001	3.866056e+000	8.264757e-001	2.815322e-001
7.860000000000122e-002	7.680030e-001	3.866845e+000	8.265903e-001	2.815825e-001
7.870000000000123e-002	7.680359e-001	3.867633e+000	8.267047e-001	2.816328e-001
7.880000000000123e-002	7.680688e-001	3.868422e+000	8.268190e-001	2.816829e-001
7.890000000000123e-002	7.681017e-001	3.869209e+000	8.269333e-001	2.817330e-001
7.900000000000124e-002	7.681346e-001	3.869996e+000	8.270475e-001	2.817831e-001
7.910000000000124e-002	7.681670e-001	3.870784e+000	8.271616e-001	2.818331e-001
7.920000000000124e-002	7.681999e-001	3.871570e+000	8.272757e-001	2.818831e-001
7.930000000000124e-002	7.682323e-001	3.872357e+000	8.273896e-001	2.819330e-001
7.940000000000125e-002	7.682652e-001	3.873143e+000	8.275036e-001	2.819828e-001
7.950000000000125e-002	7.682977e-001	3.873930e+000	8.276173e-001	2.820326e-001
7.960000000000125e-002	7.683301e-001	3.874716e+000	8.277312e-001	2.820823e-001
7.970000000000126e-002	7.683630e-001	3.875501e+000	8.278448e-001	2.821320e-001
7.980000000000126e-002	7.683949e-001	3.876286e+000	8.279584e-001	2.821816e-001
7.990000000000126e-002	7.684274e-001	3.877071e+000	8.280720e-001	2.822311e-001
8.000000000000127e-002	7.684598e-001	3.877856e+000	8.281855e-001	2.822806e-001
8.010000000000127e-002	7.684917e-001	3.878640e+000	8.282989e-001	2.823301e-001
8.020000000000127e-002	7.685246e-001	3.879424e+000	8.284122e-001	2.823795e-001
8.030000000000127e-002	7.685566e-001	3.880208e+000	8.285255e-001	2.824288e-001
8.040000000000128e-002	7.685890e-001	3.880992e+000	8.286387e-001	2.824781e-001
8.050000000000128e-002	7.686210e-001	3.881775e+000	8.287518e-001	2.825273e-001
8.060000000000128e-002	7.686529e-001	3.882558e+000	8.288649e-001	2.825765e-001
8.070000000000129e-002	7.686853e-001	3.883341e+000	8.289779e-001	2.826256e-001
8.080000000000129e-002	7.687168e-001	3.884123e+000	8.290907e-001	2.826746e-001
8.090000000000129e-002	7.687488e-001	3.884906e+000	8.292036e-001	2.827237e-001
8.100000000000129e-002	7.687807e-001	3.885687e+000	8.293164e-001	2.827726e-001
8.110000000000130e-002	7.688131e-001	3.886469e+000	8.294292e-001	2.828215e-001
8.120000000000130e-002	7.688451e-001	3.887250e+000	8.295417e-001	2.828704e-001
8.130000000000130e-002	7.688766e-001	3.888032e+000	8.296544e-001	2.829191e-001
8.140000000000131e-002	7.689085e-001	3.888813e+000	8.297668e-001	2.829679e-001
8.150000000000131e-002	7.689400e-001	3.889593e+000	8.298793e-001	2.830166e-001
8.160000000000131e-002	7.689719e-001	3.890374e+000	8.299916e-001	2.830652e-001
8.170000000000131e-002	7.690039e-001	3.891153e+000	8.301039e-001	2.831138e-001
8.180000000000132e-002	7.690353e-001	3.891933e+000	8.302162e-001	2.831623e-001
8.190000000000132e-002	7.690668e-001	3.892713e+000	8.303283e-001	2.832108e-001
8.200000000000132e-002	7.690983e-001	3.893492e+000	8.304405e-001	2.832592e-001
8.210000000000133e-002	7.691298e-001	3.894271e+000	8.305525e-001	2.833076e-001
8.220000000000133e-002	7.691612e-001	3.895050e+000	8.306644e-001	2.833559e-001
8.230000000000133e-002	7.691927e-001	3.895829e+000	8.307763e-001	2.834041e-001
8.240000000000133e-002	7.692246e-001	3.896607e+000	8.308881e-001	2.834523e-001
8.250000000000134e-002	7.692556e-001	3.897385e+000	8.309999e-001	2.835005e-001
8.260000000000134e-002	7.692871e-001	3.898162e+000	8.311116e-001	2.835486e-001
8.270000000000134e-002	7.693181e-001	3.898940e+000	8.312232e-001	2.835966e-001
8.280000000000135e-002	7.693496e-001	3.899717e+000	8.313347e-001	2.836446e-001
8.290000000000135e-002	7.693810e-001	3.900494e+000	8.314463e-001	2.836926e-001
8.300000000000135e-002	7.694120e-001	3.901271e+000	8.315577e-001	2.837405e-001
8.310000000000135e-002	7.694430e-001	3.902048e+000	8.316691e-001	2.837883e-001
8.320000000000136e-002	7.694740e-001	3.902824e+000	8.317803e-001	2.838361e-001
8.330000000000136e-002	7.695050e-001	3.903600e+000	8.318916e-001	2.838839e-001
8.340000000000136e-002	7.695360e-001	3.904376e+000	8.320028e-001	2.839316e-001
8.350000000000137e-002	7.695670e-001	3.905151e+000	8.321139e-001	2.839792e-001
8.360000000000137e-002	7.695985e-001	3.905926e+000	8.322249e-001	2.840268e-001
8.370000000000137e-002	7.696290e-001	3.906701e+000	8.323359e-001	2.840743e-001
8.380000000000137e-002	7.696600e-001	3.907476e+000	8.324468e-001	2.841218e-001
8.390000000000138e-002	7.696905e-001	3.908250e+000	8.325576e-001	2.841692e-001
8.400000000000138e-002	7.697215e-001	3.909024e+000	8.326685e-001	2.842166e-001
8.410000000000138e-002	7.697520e-001	3.909799e+000	8.327792e-001	2.842640e-001
8.420000000000139e-002	7.697835e-001	3.910572e+000	8.328899e-001	2.843112e-001
8.430000000000139e-002	7.698140e-001	3.911345e+000	8.330003e-001	2.843585e-001
8.440000000000139e-002	7.698445e-001	3.912119e+000	8.331108e-001	2.844057e-001
8.450000000000139e-002	7.698750e-001	3.912892e+000	8.332213e-001	2.844528e-001
8.460000000000140e-002	7.699056e-001	3.913664e+000	8.333317e-001	2.844999e-001
8.470000000000140e-002	7.699361e-001	3.914437e+000	8.334421e-001	2.845469e-001
8.480000000000140e-002	7.699671e-001	3.915209e+000	8.335524e-001	2.845939e-001
8.490000000000141e-002	7.699971e-001	3.915981e+000	8.336626e-001	2.846408e-001
8.500000000000141e-002	7.700276e-001	3.916753e+000	8.337727e-001	2.846877e-001
8.510000000000141e-002	7.700582e-001	3.917524e+000	8.338828e-001	2.847346e-001
8.520000000000141e-002	7.700887e-001	3.918296e+000	8.339928e-001	2.847814e-001
8.530000000000142e-002	7.701192e-001	3.919066e+000	8.341027e-001	2.848281e-001
8.540000000000142e-002	7.701492e-001	3.919837e+000	8.342127e-001	2.848748e-001
8.550000000000142e-002	7.701797e-001	3.920608e+000	8.343225e-001	2.849214e-001
8.560000000000143e-002	7.702093e-001	3.921378e+000	8.344322e-001	2.849680e-001
8.570000000000143e-002	7.702398e-001	3.922148e+000	8.345419e-001	2.850146e-001
8.580000000000143e-002	7.702699e-001	3.922918e+000	8.346516e-001	2.850611e-001
8.590000000000143e-002	7.703004e-001	3.923687e+000	8.347612e-001	2.851076e-001
8.600000000000144e-002	7.703300e-001	3.924457e+000	8.348707e-001	2.851540e-001
8.610000000000144e-002	7.703605e-001	3.925226e+000	8.349802e-001	2.852003e-001
8.620000000000144e-002	7.703905e-001	3.925995e+000	8.350896e-001	2.852466e-001
8.630000000000145e-002	7.704206e-001	3.926763e+000	8.351989e-001	2.852929e-001
8.640000000000145e-002	7.704501e-001	3.927532e+000	8.353082e-001	2.853391e-001
8.650000000000145e-002	7.704802e-001	3.928300e+000	8.354174e-001	2.853853e-001
8.660000000000145e-002	7.705102e-001	3.929068e+000	8.355266e-001	2.854314e-001
8.670000000000146e-002	7.705402e-001	3.929836e+000	8.356356e-001	2.854774e-001
8.680000000000146e-002	7.705698e-001	3.930603e+000	8.357447e-001	2.855234e-001
8.690000000000146e-002	7.705994e-001	3.931370e+000	8.358537e-001	2.855694e-001
8.700000000000147e-002	7.706294e-001	3.932137e+000	8.359626e-001	2.856154e-001
8.710000000000147e-002	7.706590e-001	3.932904e+000	8.360715e-001	2.856612e-001
8.720000000000147e-002	7.706890e-001	3.933670e+000	8.361803e-001	2.857071e-001
8.730000000000147e-002	7.707186e-001	3.934437e+000	8.362890e-001	2.857529e-001
8.740000000000148e-002	7.707477e-001	3.935203e+000	8.363976e-001	2.857986e-001
8.750000000000148e-002	7.707777e-001	3.935969e+000	8.365063e-001	2.858443e-001
8.760000000000148e-002	7.708073e-001	3.936734e+000	8.366149e-001	2.858899e-001
8.770000000000149e-002	7.708364e-001	3.937500e+000	8.367233e-001	2.859355e-001
8.780000000000149e-002	7.708659e-001	3.938265e+000	8.368318e-001	2.859811e-001
8.790000000000149e-002	7.708955e-001	3.939030e+000	8.369402e-001	2.860266e-001
8.800000000000149e-002	7.709250e-001	3.939794e+000	8.370485e-001	2.860721e-001
8.810000000000150e-002	7.709541e-001	3.940559e+000	8.371567e-001	2.861175e-001
8.820000000000150e-002	7.709837e-001	3.941323e+000	8.372650e-001	2.861629e-001
8.830000000000150e-002	7.710128e-001	3.942087e+000	8.373731e-001	2.862082e-001
8.840000000000151e-002	7.710423e-001	3.942851e+000	8.374813e-001	2.862535e-001
8.850000000000151e-002	7.710714e-001	3.943615e+000	8.375892e-001	2.862987e-001
8.860000000000151e-002	7.711005e-001	3.944378e+000	8.376972e-001	2.863439e-001
8.870000000000151e-002	7.711301e-001	3.945141e+000	8.378051e-001	2.863890e-001
8.880000000000152e-002	7.711587e-001	3.945904e+000	8.379129e-001	2.864341e-001
8.890000000000152e-002	7.711878e-001	3.946666e+000	8.380209e-001	2.864792e-001
8.900000000000152e-002	7.712173e-001	3.947429e+000	8.381285e-001	2.865242e-001
8.910000000000153e-002	7.712460e-001	3.948191e+000	8.382362e-001	2.865691e-001
8.920000000000153e-002	7.712750e-001	3.948953e+000	8.383438e-001	2.866141e-001
8.930000000000153e-002	7.713041e-001	3.949715e+000	8.384514e-001	2.866590e-001
8.940000000000153e-002	7.713332e-001	3.950476e+000	8.385589e-001	2.867038e-001
8.950000000000154e-002	7.713623e-001	3.951238e+000	8.386664e-001	2.867486e-001
8.960000000000154e-002	7.713909e-001	3.951999e+000	8.387738e-001	2.867933e-001
8.970000000000154e-002	7.714200e-001	3.952760e+000	8.388812e-001	2.868380e-001
8.980000000000155e-002	7.714486e-001	3.953520e+000	8.389884e-001	2.868827e-001
8.990000000000155e-002	7.714777e-001	3.954281e+000	8.390957e-001	2.869273e-001
9.000000000000155e-002	7.715063e-001	3.955041e+000	8.392029e-001	2.869718e-001
9.010000000000155e-002	7.715349e-001	3.955801e+000	8.393100e-001	2.870164e-001
9.020000000000156e-002	7.715635e-001	3.956561e+000	8.394171e-001	2.870609e-001
9.030000000000156e-002	7.715921e-001	3.957321e+000	8.395241e-001	2.871053e-001
9.040000000000156e-002	7.716208e-001	3.958080e+000	8.396311e-001	2.871497e-001
9.050000000000157e-002	7.716494e-001	3.958839e+000	8.397379e-001	2.871940e-001
9.060000000000157e-002	7.716780e-001	3.959598e+000	8.398447e-001	2.872383e-001
9.070000000000157e-002	7.717061e-001	3.960357e+000	8.399515e-001	2.872826e-001
9.080000000000157e-002	7.717352e-001	3.961115e+000	8.400583e-001	2.873268e-001
9.090000000000158e-002	7.717638e-001	3.961873e+000	8.401650e-001	2.873710e-001
9.100000000000158e-002	7.717924e-001	3.962631e+000	8.402716e-001	2.874151e-001
9.110000000000158e-002	7.718205e-001	3.963390e+000	8.403782e-001	2.874592e-001
9.120000000000159e-002	7.718487e-001	3.964147e+000	8.404847e-001	2.875032e-001
9.130000000000159e-002	7.718768e-001	3.964905e+000	8.405912e-001	2.875473e-001
9.140000000000159e-002	7.719054e-001	3.965662e+000	8.406975e-001	2.875912e-001
9.150000000000159e-002	7.719336e-001	3.966419e+000	8.408039e-001	2.876351e-001
9.160000000000160e-002	7.719622e-001	3.967176e+000	8.409101e-001	2.876790e-001
9.170000000000160e-002	7.719903e-001	3.967932e+000	8.410164e-001	2.877229e-001
9.180000000000160e-002	7.720184e-001	3.968689e+000	8.411227e-001	2.877666e-001
9.190000000000161e-002	7.720461e-001	3.969445e+000	8.412288e-001	2.878104e-001
9.200000000000161e-002	7.720747e-001	3.970201e+000	8.413348e-001	2.878541e-001
9.210000000000161e-002	7.721028e-001	3.970957e+000	8.414409e-001	2.878978e-001
9.220000000000161e-002	7.721310e-001	3.971712e+000	8.415468e-001	2.879414e-001
9.230000000000162e-002	7.721591e-001	3.972468e+000	8.416528e-001	2.879850e-001
9.240000000000162e-002	7.721868e-001	3.973223e+000	8.417587e-001	2.880285e-001
9.250000000000162e-002	7.722149e-001	3.973978e+000	8.418644e-001	2.880720e-001
9.260000000000163e-002	7.722430e-001	3.974733e+000	8.419702e-001	2.881155e-001
9.270000000000163e-002	7.722707e-001	3.975487e+000	8.420759e-001	2.881589e-001
9.280000000000163e-002	7.722988e-001	3.976242e+000	8.421816e-001	2.882023e-001
9.290000000000163e-002	7.723265e-001	3.976996e+000	8.422871e-001	2.882456e-001
9.300000000000164e-002	7.723541e-001	3.977750e+000	8.423927e-001	2.882889e-001
9.310000000000164e-002	7.723818e-001	3.978504e+000	8.424983e-001	2.883321e-001
9.320000000000164e-002	7.724099e-001	3.979257e+000	8.426037e-001	2.883753e-001
9.330000000000165e-002	7.724376e-001	3.980010e+000	8.427091e-001	2.884185e-001
9.340000000000165e-002	7.724652e-001	3.980763e+000	8.428145e-001	2.884617e-001
9.350000000000165e-002	7.724929e-001	3.981516e+000	8.429197e-001	2.885047e-001
9.360000000000165e-002	7.725205e-001	3.982269e+000	8.430249e-001	2.885478e-001
9.370000000000166e-002	7.725482e-001	3.983022e+000	8.431301e-001	2.885908e-001
9.380000000000166e-002	7.725759e-001	3.983774e+000	8.432353e-001	2.886338e-001
9.390000000000166e-002	7.726035e-001	3.984526e+000	8.433403e-001	2.886767e-001
9.400000000000167e-002	7.726307e-001	3.985278e+000	8.434454e-001	2.887196e-001
9.410000000000167e-002	7.726583e-001	3.986030e+000	8.435504e-001	2.887624e-001
9.420000000000167e-002	7.726860e-001	3.986781e+000	8.436553e-001	2.888052e-001
9.430000000000167e-002	7.727132e-001	3.987533e+000	8.437602e-001	2.888480e-001
9.440000000000168e-002	7.727408e-001	3.988284e+000	8.438650e-001	2.888907e-001
9.450000000000168e-002	7.727680e-001	3.989035e+000	8.439698e-001	2.889334e-001
9.460000000000168e-002	7.727957e-001	3.989786e+000	8.440745e-001	2.889761e-001
9.470000000000169e-002	7.728229e-001	3.990536e+000	8.441792e-001	2.890187e-001
9.480000000000169e-002	7.728500e-001	3.991286e+000	8.442839e-001	2.890612e-001
9.490000000000169e-002	7.728772e-001	3.992037e+000	8.443885e-001	2.891038e-001
9.500000000000169e-002	7.729049e-001	3.992787e+000	8.444930e-001	2.891462e-001
9.510000000000170e-002	7.729316e-001	3.993537e+000	8.445974e-001	2.891887e-001
9.520000000000170e-002	7.729592e-001	3.994286e+000	8.447018e-001	2.892311e-001
9.530000000000170e-002	7.729859e-001	3.995035e+000	8.448062e-001	2.892735e-001
9.540000000000171e-002	7.730131e-001	3.995785e+000	8.449105e-001	2.893158e-001
9.550000000000171e-002	7.730403e-001	3.996534e+000	8.450148e-001	2.893581e-001
9.560000000000171e-002	7.730675e-001	3.997282e+000	8.451191e-001	2.894004e-001
9.570000000000171e-002	7.730947e-001	3.998031e+000	8.452233e-001	2.894426e-001
9.580000000000172e-002	7.731214e-001	3.998780e+000	8.453273e-001	2.894848e-001
9.590000000000172e-002	7.731485e-001	3.999527e+000	8.454314e-001	2.895269e-001
9.600000000000172e-002	7.731757e-001	4.000275e+000	8.455354e-001	2.895690e-001
9.610000000000173e-002	7.732024e-001	4.001023e+000	8.456394e-001	2.896111e-001
9.620000000000173e-002	7.732291e-001	4.001771e+000	8.457434e-001	2.896531e-001
9.630000000000173e-002	7.732558e-001	4.002519e+000	8.458472e-001	2.896951e-001
9.640000000000173e-002	7.732830e-001	4.003266e+000	8.459511e-001	2.897370e-001
9.650000000000174e-002	7.733097e-001	4.004013e+000	8.460548e-001	2.897789e-001
9.660000000000174e-002	7.733369e-001	4.004760e+000	8.461586e-001	2.898208e-001
9.670000000000174e-002	7.733631e-001	4.005507e+000	8.462622e-001	2.898626e-001
9.680000000000175e-002	7.733903e-001	4.006253e+000	8.463659e-001	2.899044e-001
9.690000000000175e-002	7.734170e-001	4.006999e+000	8.464696e-001	2.899462e-001
